%CPU;Network (Bytes/s);Disk (Bytes/s);Score CPU (s);Score Network (Bytes); Score Disk (Bytes);Puissance (W)1;Score consommation 1 (mWh);
2,914291;0;8,280828;0,02914291;0;8,280828;0,346739876057741;0,0963166322382614;;
8,978465;0;0,09058364;0,1189276;0;8,371411;0,0818163902378527;0,119043407304332;;
7,738285;0;1,634283;0,1963104;0;10,00569;0,346739876057741;0,215360039542593;;
6,962976;0;2,723502;0,2659402;0;12,7292;0,346739876057741;0,311676671780854;;
12,39014;0;4,619706;0,3898416;0;17,3489;0,346739876057741;0,407993304019116;;
31,38519;0;3,850526;0,7036935;0;21,19943;0,346739876057741;0,504309936257377;;
26,84243;0;2,275527;0,9721178;0;23,47495;0,876586482655921;0,747806181439577;;
21,69384;0;2,441432;1,189056;0;25,91639;2,46612338211769;1,43284045425005;;
7,738285;0;4,73631;1,266439;0;30,65269;4,58549910062357;2,70659020442326;;
7,350628;0;5,576222;1,339945;0;36,22892;8,29438786920689;5,01058683475851;;
6,187668;0;0,1192182;1,401822;0;36,34813;11,2084980277349;8,12405850912931;;
6,575325;0;4,771099;1,467575;0;41,11923;13,5927590243735;11,8998249047886;;
8,125937;0;2,555796;1,548834;0;43,67503;15,182260879842;16,1171195936336;;
8,125937;0;5,148811;1,630094;0;48,82384;15,182260879842;20,3344142824786;;
8,125937;0;2,196693;1,711353;0;51,02053;15,182260879842;24,5517089713236;;
7,350633;0;4,989774;1,78486;0;56,01031;14,9173442081319;28,6954156958047;;
8,262723;0;2,530873;1,867487;0;58,54118;14,9173442081319;32,8391224202858;;
8,125941;0;7,514481;1,948746;0;66,05566;15,182260879842;37,0564171091308;;
7,350624;0;2,246392;2,022252;0;68,30206;15,182260879842;41,2737117979758;;
9,676558;0;2,430279;2,119018;0;70,73233;15,182260879842;45,4910064868209;;
7,738285;0;2,320941;2,196401;0;73,05327;15,182260879842;49,7083011756659;;
8,513594;0;2,276212;2,281537;0;75,32948;14,9173442081319;53,852007900147;;
8,125937;0;2,381763;2,362796;0;77,71124;15,182260879842;58,069302588992;;
8,90125;0;3,68583;2,451808;0;81,39707;15,182260879842;62,286597277837;;
7,738285;0;2,728472;2,529191;0;84,12554;15,182260879842;66,503891966682;;
7,350628;0;2,48868;2,602697;0;86,61422;15,182260879842;70,721186655527;;
9,811032;0;2,46636;2,700808;0;89,08058;14,9173442081319;74,8648933800081;;
8,513594;0;2,627515;2,785944;0;91,7081;14,9173442081319;79,0086001044892;;
7,350628;0;0,5084455;2,85945;0;92,21655;14,9173442081319;83,1523068289703;;
8,513594;0;4,815828;2,944586;0;97,03237;14,9173442081319;87,2960135534513;;
8,125941;0;2,683743;3,025846;0;99,71612;15,182260879842;91,5133082422963;;
10,06421;0;0,08444624;3,126487;0;99,80057;15,182260879842;95,7306029311413;;
10,45186;0;2,325911;3,231006;0;102,1265;15,182260879842;99,9478976199864;;
6,575325;0;5,032034;3,296759;0;107,1585;15,182260879842;104,165192308831;;
8,513594;0;2,639014;3,381895;0;109,7975;14,9173442081319;108,308899033312;;
7,350628;0;2,35076;3,455402;0;112,1483;14,9173442081319;112,452605757794;;
7,488569;0;2,342298;3,530287;0;114,4906;14,9173442081319;116,596312482275;;
21,30618;0;2,583061;3,743349;0;117,0737;15,182260879842;120,81360717112;;
39,52594;0;2,441315;4,138608;0;119,515;15,182260879842;125,030901859965;;
35,26174;0;2,337335;4,491226;0;121,8523;15,182260879842;129,24819654881;;
16,65433;0;0,1440553;4,657769;0;121,9964;15,182260879842;133,465491237655;;
9,288902;0;4,030584;4,750658;0;126,0269;14,9173442081319;137,609197962136;;
8,125941;0;2,232592;4,831917;0;128,2595;14,9173442081319;141,752904686617;;
8,513594;0;2,54829;4,917053;0;130,8078;14,9173442081319;145,896611411098;;
7,350624;0;5,032034;4,99056;0;135,8399;15,182260879842;150,113906099943;;
7,350633;0;2,48868;5,064066;0;138,3285;15,182260879842;154,331200788788;;
8,262723;0;0,2481248;5,146693;0;138,5767;15,182260879842;158,548495477633;;
6,575325;0;2,489917;5,212447;0;141,0666;15,182260879842;162,765790166478;;
7,350628;0;2,678773;5,285953;0;143,7453;14,9173442081319;166,909496890959;;
6,57532;0;2,22762;5,351706;0;145,973;14,9173442081319;171,05320361544;;
5,800011;0;2,394299;5,409706;0;148,3673;15,182260879842;175,270498304285;;
7,350633;0;5,141427;5,483212;0;153,5087;15,182260879842;179,48779299313;;
8,125937;0;5,317472;5,564472;0;158,8262;15,182260879842;183,705087681975;;
6,962976;0;4,656791;5,634101;0;163,483;15,182260879842;187,92238237082;;
8,90125;0;2,484947;5,723114;0;165,9679;14,9173442081319;192,066089095301;;
8,901245;0;2,624104;5,812127;0;168,592;14,9173442081319;196,209795819782;;
6,327335;0;2,471323;5,8754;0;171,0633;14,9173442081319;200,353502544264;;
6,187668;0;2,435248;5,937277;0;173,4986;14,9173442081319;204,497209268745;;
7,350633;0;2,643984;6,010783;0;176,1425;15,182260879842;208,71450395759;;
7,738285;0;3,818777;6,088166;0;179,9613;15,182260879842;212,931798646435;;
7,350628;0;2,327067;6,161673;0;182,2884;15,182260879842;217,14909333528;;
7,350628;0;2,622801;6,235179;0;184,9112;15,182260879842;221,366388024125;;
9,721426;0;2,632735;6,332393;0;187,5439;14,9173442081319;225,510094748606;;
8,080254;0;4,557394;6,413196;0;192,1013;14,9173442081319;229,653801473087;;
22,46915;0;0,02980456;6,637887;0;192,1311;14,9173442081319;233,797508197568;;
10,45186;0;2,580658;6,742405;0;194,7118;15,182260879842;238,014802886413;;
8,695113;0;2,752819;6,829357;0;197,4646;15,182260879842;242,232097575258;;
6,824045;0;2,330544;6,897597;0;199,7952;15,182260879842;246,449392264103;;
8,513594;0;2,475008;6,982733;0;202,2702;15,182260879842;250,666686952948;;
9,036882;0;5,21062;7,073102;0;207,4808;14,9173442081319;254,810393677429;;
14,71606;0;2,228728;7,220263;0;209,7095;14,9173442081319;258,95410040191;;
41,07655;0;2,460098;7,631028;0;212,1696;14,9173442081319;263,097807126391;;
33,71112;0;2,569436;7,968139;0;214,739;15,182260879842;267,315101815236;;
11,61483;0;2,730728;8,084288;0;217,4698;15,182260879842;271,532396504081;;
8,513594;0;2,589315;8,169424;0;220,0591;15,182260879842;275,749691192926;;
7,350633;0;2,286151;8,24293;0;222,3452;15,182260879842;279,966985881771;;
5,800011;0;2,744746;8,300931;0;225,09;14,9173442081319;284,110692606252;;
